acreage,num_rooms,square_footage,price
2.417572135018649,9.090363159521315,2123.5322411982515,4059550.9977560295
0.6494871531376367,0.8244206918220609,119.82090888123668,510518.70298670826
3.1951891786685103,14.323258116871969,3727.110778255893,6470564.826507081
2.7995130906575043,5.107401386205755,1505.9352492688818,3314286.981333079
4.445071737411414,4.493440567195977,1135.8439803017295,3717863.028741785
2.1834789597146163,6.703524305321929,1605.512369084809,3233532.902014338
3.693817000635921,12.356269869758696,137.9506227153065,2973362.4615539466
1.4670974966891288,10.091842340053283,2279.6958169119757,3820592.533884024
0.8520371471132016,12.522646151934756,3482.380752843987,4910201.666767319
3.5421547899233072,4.072158084338434,962.6757981760918,3059522.887277261
1.118760308438117,14.210007374790964,3223.8789082963885,4920062.068549217
4.037759399780368,0.5685222840420773,74.32376920167701,2138686.426276816
1.1788202337736227,6.595185015835005,2236.421107924096,3353448.9869473022
4.487155023869766,14.402960737913261,1683.2627516753817,5079088.558750483
4.305617175798188,4.823553109748253,1275.4327718936115,3814124.7826306922
0.0739055884752765,14.374686494058851,3414.3073224076097,4601240.07839105
1.0605053355007443,10.608900280534801,4020.4097621202473,5399372.463978211
1.741268857889109,13.880842896894112,2978.900326619926,4960009.0118569825
4.467824427710758,14.336503199607264,3664.321466750435,7045157.109318107
2.0458799537907617,12.617115587042335,2143.2737046762168,4175584.8833788326
4.365669323730956,12.136411755928801,2886.9702535791153,6040715.352855553
2.0433198250112197,11.082778650167228,3050.9220772088656,4959212.166401089
0.8808425046134127,8.985463003714274,2766.592475871216,3925859.156500038
0.6275054294720234,12.17998713650721,1412.8179140744887,2700971.745200641
2.566155608874631,8.765812861076272,1565.3864996586244,3549729.183587811
4.375845181887846,5.825983305523536,958.6274105943631,3612629.1064513195
2.6760725308276587,3.8039696120341207,763.8728367026368,2406226.5610165633
0.8886365987862277,3.3064223910334607,719.0438449484114,1427876.3935538745
1.804684399329,10.834037534793746,2387.8007283074603,4156863.550050126
2.3723126089309887,11.33251290111168,2662.947404478188,4755704.144561598
2.4480235692082357,14.407813675823538,2538.6105253474257,4915253.709155049
4.915456784165947,0.8840706530153358,179.17186224704648,2707624.187652216
2.69001677074789,13.553832659553034,4708.606654442472,7137914.746564066
